"domain","concept_id","concept_name","cond","drug_comb","cov_cond","cov_drug","exclude","meas","factor_con","factor_drug"
drug,40164929,Metformin hydrochloride 500 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19106796,mosapride 5 MG Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,40083596,Simethicone Oral Suspension,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,19123592,atorvastatin 20 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,36883784,Scopolamine 20 MG/ML Injection,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,19029394,aceclofenac 100 MG Oral Tablet,NULL,NULL,NULL,nsaids,NULL,NULL,NULL,nsaids
drug,961050,Ranitidine 150 MG Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,19029025,celecoxib 200 MG Oral Capsule,NULL,NULL,NULL,nsaids,NULL,NULL,NULL,nsaids
drug,35606552,"2 ML Famotidine 10 MG/ML Injection",NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,40165642,pitavastatin calcium 2 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,19043745,Simethicone 60 MG Oral Tablet [Phazyme],NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,40163524,Warfarin Sodium 2 MG Oral Tablet,NULL,NULL,NULL,anticoagulant drug,NULL,NULL,NULL,anticoagulant drug
drug,40029060,Cisapride Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,906933,Metoclopramide 5 MG Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,19077241,Famotidine 20 MG Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,46287424,"1 ML Ketorolac Tromethamine 30 MG/ML Injection",NULL,NULL,NULL,nsaids,NULL,NULL,NULL,nsaids
drug,41021231,rabeprazole 10 MG Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,41302979,Metoclopramide 10 MG Injectable Solution,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,1797515,Ciprofloxacin 250 MG Oral Tablet,NULL,NULL,NULL,antibacterial,NULL,NULL,NULL,antibacterial
drug,19019273,Naproxen 500 MG Oral Tablet,NULL,NULL,NULL,nsaids,NULL,NULL,NULL,nsaids
drug,40165253,Rosuvastatin calcium 20 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,1597772,glimepiride 2 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19060251,Ambroxol 30 MG Oral Tablet,NULL,NULL,NULL,respiratory system drug,NULL,NULL,NULL,respiratory system drug
drug,19078461,Ibuprofen 200 MG Oral Tablet,NULL,NULL,NULL,nsaids,NULL,NULL,NULL,nsaids
drug,19101743,Omeprazole 20 MG Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,42959405,etizolam 0.5 MG Oral Tablet,NULL,NULL,NULL,antianxiety agent,NULL,NULL,NULL,antianxiety agent
drug,929953,lansoprazole 15 MG Delayed Release Oral Capsule,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,19101746,Esomeprazole 20 MG Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,1597773,glimepiride 4 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19137056,Theobromine,NULL,NULL,NULL,respiratory system drug,NULL,NULL,NULL,respiratory system drug
drug,40221355,Vancomycin 1000 MG Injection,NULL,NULL,NULL,antibacterial,NULL,NULL,NULL,antibacterial
drug,35604687,palonosetron Injection,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,40823597,Acetaminophen 650 MG / Tramadol 75 MG Oral Tablet,NULL,NULL,NULL,analgesic drug,NULL,NULL,NULL,analgesic drug
drug,36883380,Domperidone 12.7 MG,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,46287328,Ceftriaxone 1000 MG Injection,NULL,NULL,NULL,antibacterial,NULL,NULL,NULL,antibacterial
drug,21109207,tamsulosin 0.2 MG,NULL,NULL,NULL,micturition disorder drug,NULL,NULL,NULL,micturition disorder drug
drug,19112363,Ursodiol 200 MG,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,1113143,Aspirin 100 MG Oral Tablet,NULL,NULL,NULL,nsaids,NULL,NULL,NULL,nsaids
drug,19019337,Nitroglycerin 0.6 MG Sublingual Tablet,NULL,NULL,NULL,antianginal agent,NULL,NULL,NULL,antianginal agent
drug,19108062,Trimetazidine 35 MG Extended Release Oral Tablet,NULL,NULL,NULL,antianginal agent,NULL,NULL,NULL,antianginal agent
drug,19077548,gabapentin 300 MG Oral Capsule,NULL,NULL,NULL,anticonvulsant,NULL,NULL,NULL,anticonvulsant
drug,41180028,duloxetine 30 MG Oral Capsule,NULL,NULL,NULL,antidepressant,NULL,NULL,NULL,antidepressant
drug,1711248,entecavir 0.5 MG Oral Tablet,NULL,NULL,NULL,antiviral agent,NULL,NULL,NULL,antiviral agent
drug,916008,solifenacin succinate 10 MG Oral Tablet,NULL,NULL,NULL,micturition disorder drug,NULL,NULL,NULL,micturition disorder drug
drug,1103359,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,NULL,NULL,NULL,analgesic drug,NULL,NULL,NULL,analgesic drug
drug,19009891,Molsidomine 4 MG Oral Tablet,NULL,NULL,NULL,antianginal agent,NULL,NULL,NULL,antianginal agent
drug,1717708,valacyclovir 500 MG Oral Tablet,NULL,NULL,NULL,antiviral agent,NULL,NULL,NULL,antiviral agent
drug,721728,Nortriptyline 10 MG Oral Tablet,NULL,NULL,NULL,antidepressant,NULL,NULL,NULL,antidepressant
drug,19018909,Diazepam 2 MG Oral Tablet,NULL,NULL,NULL,antianxiety agent,NULL,NULL,NULL,antianxiety agent
drug,40165261,Rosuvastatin calcium 5 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,19019078,Isosorbide Dinitrate 40 MG Oral Tablet,NULL,NULL,NULL,antianginal agent,NULL,NULL,NULL,antianginal agent
drug,46287620,"5 ML Midazolam 1 MG/ML Injection",NULL,NULL,NULL,sedatives,NULL,NULL,NULL,sedatives
drug,42953818,glimepiride 2 MG / Metformin 500 MG Extended Release Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19103434,erdosteine 300 MG Oral Capsule,NULL,NULL,NULL,respiratory system drug,NULL,NULL,NULL,respiratory system drug
drug,1594686,"2 ML Gentamicin 40 MG/ML Injection",NULL,NULL,NULL,antibacterial,NULL,NULL,NULL,antibacterial
drug,46287338,Cefazolin 1000 MG Injection,NULL,NULL,NULL,antibacterial,NULL,NULL,NULL,antibacterial
drug,40164897,Metformin hydrochloride 1000 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,1551838,Fenofibrate 160 MG Oral Tablet,NULL,NULL,NULL,antihyperlipidemic agent,NULL,NULL,NULL,antihyperlipidemic agent
drug,1545996,atorvastatin 40 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,19101742,Omeprazole 10 MG Oral Tablet,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,987250,Lactulose 667 MG/ML Oral Solution,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,19077547,gabapentin 100 MG Oral Capsule,NULL,NULL,NULL,anticonvulsant,NULL,NULL,NULL,anticonvulsant
drug,42934164,Ticlopidine 100 MG Oral Tablet,NULL,NULL,NULL,anticoagulant drug,NULL,NULL,NULL,anticoagulant drug
drug,40044222,Gliclazide Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,36887702,Metformin 850 MG / sitagliptin 50 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,46287345,Cefazolin 2000 MG Injection,NULL,NULL,NULL,antibacterial,NULL,NULL,NULL,antibacterial
drug,40163492,Zolpidem tartrate 10 MG Oral Tablet,NULL,NULL,NULL,sedatives,NULL,NULL,NULL,sedatives
drug,40164946,Metformin hydrochloride 850 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,1309992,Amiodarone hydrochloride 200 MG Oral Tablet,NULL,NULL,NULL,antiarrhythmic agent,NULL,NULL,NULL,antiarrhythmic agent
drug,40239218,Linagliptin 5 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19042779,triflusal 300 MG Oral Capsule,NULL,NULL,NULL,anticoagulant drug,NULL,NULL,NULL,anticoagulant drug
drug,19125041,sitagliptin 100 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,1504672,Methimazole 5 MG Oral Tablet,NULL,NULL,NULL,antithyroid agent,NULL,NULL,NULL,antithyroid agent
drug,1539469,ezetimibe 10 MG / Simvastatin 10 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,798875,Clonazepam 0.5 MG Oral Tablet,NULL,NULL,NULL,anticonvulsant,NULL,NULL,NULL,anticonvulsant
drug,1526479,ezetimibe 10 MG / Simvastatin 20 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,1350311,cilostazol 100 MG Oral Tablet,NULL,NULL,NULL,anticoagulant drug,NULL,NULL,NULL,anticoagulant drug
drug,19059800,"24 HR Gliclazide 30 MG Extended Release Oral Tablet",NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19103575,Acetylcysteine 200 MG Oral Capsule,NULL,NULL,NULL,respiratory system drug,NULL,NULL,NULL,respiratory system drug
drug,1167323,Allopurinol 100 MG Oral Tablet,NULL,NULL,NULL,antigout agent,NULL,NULL,NULL,antigout agent
drug,40163504,Zolpidem tartrate 6.25 MG Extended Release Oral Tablet,NULL,NULL,NULL,sedatives,NULL,NULL,NULL,sedatives
drug,40164922,Metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,1525221,pioglitazone 15 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,1539411,Simvastatin 20 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,40175400,Pravastatin Sodium 40 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,19107244,Acetaminophen 1000 MG Oral Tablet,NULL,NULL,NULL,analgesic drug,NULL,NULL,NULL,analgesic drug
drug,40175394,Pravastatin Sodium 20 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,40164943,Metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19129179,vildagliptin 50 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,40231402,Metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,40168220,adefovir dipivoxil 10 MG Oral Tablet,NULL,NULL,NULL,antiviral agent,NULL,NULL,NULL,antiviral agent
drug,40165646,pitavastatin calcium 4 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,19112569,ezetimibe 10 MG / Simvastatin 40 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,40164891,Metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19125049,sitagliptin 50 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19098834,Domperidone 30 MG,NULL,NULL,NULL,gastrointestinal agent,NULL,NULL,NULL,gastrointestinal agent
drug,19106521,Metformin 250 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,43736403,"15 ML Isosorbide Dinitrate 25 MG/ML Oral Spray [Isoket]",NULL,NULL,NULL,antianginal agent,NULL,NULL,NULL,antianginal agent
drug,19086163,fluvastatin 80 MG,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,43527029,atorvastatin 10 MG / ezetimibe 10 MG Oral Tablet,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,40163928,"24 HR Metformin hydrochloride 750 MG Extended Release Oral Tablet",NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,42961487,gemigliptin 25 MG / Metformin 500 MG Extended Release Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,40166041,saxagliptin 5 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19100691,Isosorbide Dinitrate 10 MG Oral Tablet,NULL,NULL,NULL,antianginal agent,NULL,NULL,NULL,antianginal agent
drug,19076374,Diazepam 5 MG/ML Injectable Solution,NULL,NULL,NULL,antianxiety agent,NULL,NULL,NULL,antianxiety agent
drug,43256461,Linagliptin 2.5 MG / Metformin 500 MG Oral Tablet [Trajentamet],NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,40163496,Zolpidem tartrate 12.5 MG Extended Release Oral Tablet,NULL,NULL,NULL,sedatives,NULL,NULL,NULL,sedatives
drug,43013918,alogliptin 25 MG / pioglitazone 30 MG Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,19077498,fluvastatin 40 MG Oral Capsule,NULL,NULL,NULL,hmg,NULL,NULL,NULL,hmg
drug,42708168,Metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet,NULL,NULL,NULL,antidiabetic agent,NULL,NULL,NULL,antidiabetic agent
drug,950641,Tacrolimus 1 MG Oral Capsule,NULL,NULL,NULL,immunosuppressive agent,NULL,NULL,NULL,immunosuppressive agent
drug,19079712,Tacrolimus 0.5 MG Oral Capsule,NULL,NULL,NULL,immunosuppressive agent,NULL,NULL,NULL,immunosuppressive agent
drug,19088843,Ciprofloxacin 400 MG,NULL,NULL,NULL,antibacterial,NULL,NULL,NULL,antibacterial
condition,4029305,Hypercholesterolemia,NULL,NULL,dyslipidemia,NULL,NULL,NULL,dyslipidemia,NULL
condition,77670,Chest pain,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,201820,Diabetes mellitus,NULL,NULL,diabetes mellitus,NULL,NULL,NULL,diabetes mellitus,NULL
condition,432867,Hyperlipidemia,NULL,NULL,dyslipidemia,NULL,NULL,NULL,dyslipidemia,NULL
condition,4008576,Diabetes mellitus without complication,NULL,NULL,diabetes mellitus,NULL,NULL,NULL,diabetes mellitus,NULL
condition,4193704,Type 2 diabetes mellitus without complication,NULL,NULL,diabetes mellitus,NULL,NULL,NULL,diabetes mellitus,NULL
condition,321318,Angina pectoris,NULL,NULL,angina pectoris,NULL,NULL,NULL,angina pectoris,NULL
condition,4059290,Steatosis of liver,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,443454,Cerebral infarction,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,381591,Cerebrovascular disease,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,4329041,Pain,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,313217,Atrial fibrillation,NULL,NULL,af,NULL,NULL,NULL,af,NULL
condition,201340,Gastritis,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,40481919,Coronary atherosclerosis,NULL,NULL,coronary arteriosclerosis,NULL,NULL,NULL,coronary arteriosclerosis,NULL
condition,375545,Cataract,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,4289526,Nonulcer dyspepsia,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,317576,Coronary arteriosclerosis,NULL,NULL,coronary arteriosclerosis,NULL,NULL,NULL,coronary arteriosclerosis,NULL
condition,192667,Atrophic gastritis,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,315078,Palpitations,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4223938,Dizziness,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4311629,Impaired glucose tolerance,NULL,NULL,prediabetes,NULL,NULL,NULL,prediabetes,NULL
condition,4068155,Atrial arrhythmia,NULL,NULL,arrhythmia,NULL,NULL,NULL,arrhythmia,NULL
condition,316437,Cerebral atherosclerosis,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,4147761,Hyperuricemia,NULL,NULL,hyperuricemia,NULL,NULL,NULL,renal disease,NULL
condition,318800,Gastroesophageal reflux disease,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,140673,Hypothyroidism,NULL,NULL,hypothyroidism,NULL,NULL,NULL,hypothyroidism,NULL
condition,80502,Osteoporosis,NULL,NULL,musculoskeletal disease,NULL,NULL,NULL,musculoskeletal disease,NULL
condition,4001171,Liver cell carcinoma,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,4098583,Posthepatitic cirrhosis,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,438878,Liver function tests abnormal,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,378253,Headache,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4120314,Hypertriglyceridemia,NULL,NULL,dyslipidemia,NULL,NULL,NULL,dyslipidemia,NULL
condition,4195039,Osteopenia,NULL,NULL,musculoskeletal disease,NULL,NULL,NULL,musculoskeletal disease,NULL
condition,312437,Dyspnea,NULL,NULL,dyspnea,NULL,NULL,NULL,dyspnea,NULL
condition,4116228,Papillary thyroid carcinoma,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,442077,Anxiety disorder,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,4133044,Chest discomfort,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,381035,Vertigo of central origin,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4225273,Chronic gastritis,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,194574,Chronic type B viral hepatitis,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,4159131,Dyslipidemia,NULL,NULL,dyslipidemia,NULL,NULL,NULL,dyslipidemia,NULL
condition,436962,Insomnia,NULL,NULL,insomnia,NULL,NULL,NULL,insomnia,NULL
condition,194990,Inflammatory disease of liver,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,4044235,Atypical cluster headache,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4049881,Infectious gastroenteritis,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,4308509,Impaired fasting glycaemia,NULL,NULL,prediabetes,NULL,NULL,NULL,prediabetes,NULL
condition,435262,Primary open angle glaucoma,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,260139,Acute bronchitis,NULL,NULL,pulmonary disease,NULL,NULL,NULL,pulmonary disease,NULL
condition,320536,Electrocardiogram abnormal,NULL,NULL,abnormal ecg,NULL,NULL,NULL,abnormal ecg,NULL
condition,443597,Chronic kidney disease stage 3,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,198803,Benign prostatic hyperplasia,NULL,NULL,prostatic hyperplasia,NULL,NULL,NULL,prostatic hyperplasia,NULL
condition,4093346,Large prostate,NULL,NULL,prostatic hyperplasia,NULL,NULL,NULL,prostatic hyperplasia,NULL
condition,4270024,Acute non-ST segment elevation myocardial infarction,NULL,NULL,nstemi,NULL,NULL,NULL,nstemi,NULL
condition,46271022,Chronic kidney disease,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,440383,Depressive disorder,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,4102124,Carotid atherosclerosis,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,318736,Migraine,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4182210,Dementia,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,373503,Transient cerebral ischemia,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,440674,Gout,NULL,NULL,musculoskeletal disease,NULL,NULL,NULL,musculoskeletal disease,NULL
condition,317009,Asthma,NULL,NULL,pulmonary disease,NULL,NULL,NULL,pulmonary disease,NULL
condition,4154290,Paroxysmal atrial fibrillation,NULL,NULL,af,NULL,NULL,NULL,af,NULL
condition,376382,Tension-type headache,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4214376,Hyperglycemia,NULL,NULL,diabetes mellitus,NULL,NULL,NULL,diabetes mellitus,NULL
condition,198185,Chronic renal failure,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,433440,Dysthymia,NULL,NULL,mental and behavioural disorder,NULL,NULL,NULL,mental and behavioural disorder,NULL
condition,80180,Osteoarthritis,NULL,NULL,musculoskeletal disease,NULL,NULL,NULL,musculoskeletal disease,NULL
condition,4201745,Disorder of digestive system,NULL,NULL,gi disease,NULL,NULL,NULL,gi disease,NULL
condition,4316224,Brain stem infarction,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,316139,Heart failure,NULL,NULL,heart failure,NULL,NULL,NULL,heart failure,NULL
condition,40481633,Azotemia,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,442604,Hypertensive heart disease,NULL,NULL,heart failure,NULL,NULL,NULL,heart failure,NULL
condition,4077957,Unruptured aneurysm of middle cerebral artery,NULL,NULL,cerebrovascular disease,NULL,NULL,NULL,cerebrovascular disease,NULL
condition,315296,Preinfarction syndrome,NULL,NULL,angina pectoris,NULL,NULL,NULL,angina pectoris,NULL
condition,4124693,Hypertrophic cardiomyopathy,NULL,NULL,cardiomyopathy,NULL,NULL,NULL,cardiomyopathy,NULL
condition,376966,Exudative age-related macular degeneration,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,4079750,Osteoarthritis of knee,NULL,NULL,musculoskeletal disease,NULL,NULL,NULL,musculoskeletal disease,NULL
condition,381270,Parkinson's disease,NULL,NULL,nervous system disorder,NULL,NULL,NULL,nervous system disorder,NULL
condition,378774,Moyamoya disease,NULL,NULL,nervous system disorder,NULL,NULL,NULL,nervous system disorder,NULL
condition,4047607,AL amyloidosis,NULL,NULL,amyloidosis,NULL,NULL,NULL,amyloidosis,NULL
condition,437233,Multiple myeloma,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,4080995,Fibromyositis,NULL,NULL,musculoskeletal disease,NULL,NULL,NULL,musculoskeletal disease,NULL
condition,201313,Hypertensive renal disease,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,433595,Edema,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,4163710,Dilated cardiomyopathy,NULL,NULL,cardiomyopathy,NULL,NULL,NULL,cardiomyopathy,NULL
condition,4168705,Albuminuria,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,4262560,Arteriosclerosis obliterans,NULL,NULL,arteriosclerosis obliterans,NULL,NULL,NULL,arteriosclerosis obliterans,NULL
condition,4135822,Primary biliary cholangitis,NULL,NULL,liver disease,NULL,NULL,NULL,liver disease,NULL
condition,75650,Proteinuria,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,4044391,Diabetic neuropathy,NULL,NULL,diabetic neuropathy,NULL,NULL,NULL,diabetic neuropathy,NULL
condition,436398,Glaucoma associated with ocular disorder,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,439418,Indigestion,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,200219,Abdominal pain,NULL,NULL,symptom,NULL,NULL,NULL,symptom,NULL
condition,195588,Cystitis,NULL,NULL,bladder disease,NULL,NULL,NULL,bladder disease,NULL
condition,4181351,Malignant tumor of ovary,NULL,NULL,neoplasm,NULL,NULL,NULL,neoplasm,NULL
condition,198202,Cystocele,NULL,NULL,bladder disease,NULL,NULL,NULL,bladder disease,NULL
condition,443612,Chronic kidney disease stage 4,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,378416,Retinal disorder,NULL,NULL,eye disease,NULL,NULL,NULL,eye disease,NULL
condition,4272340,Costal chondritis,NULL,NULL,musculoskeletal disease,NULL,NULL,NULL,musculoskeletal disease,NULL
condition,40482088,Uremia due to inadequate renal perfusion,NULL,NULL,renal disease,NULL,NULL,NULL,renal disease,NULL
condition,44784217,Cardiac arrhythmia,NULL,NULL,arrhythmia,NULL,NULL,NULL,arrhythmia,NULL
measurement,3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,alt,NULL,NULL
measurement,3042781,Aspartate aminotransferase [Enzymatic activity/volume] (Maximum value during study) in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,ast,NULL,NULL
measurement,3016723,Creatinine [Mass/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,creatinine,NULL,NULL
measurement,46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",NULL,NULL,NULL,NULL,NULL,gfr,NULL,NULL
measurement,3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,alp,NULL,NULL
measurement,3028833,Bilirubin.total [Mass/volume] in Blood,NULL,NULL,NULL,NULL,NULL,bilirubin,NULL,NULL
measurement,3020630,Protein [Mass/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,protein,NULL,NULL
measurement,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,bun,NULL,NULL
measurement,44787076,Cholestanol/Cholesterol in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,tot_chol,NULL,NULL
measurement,3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,NULL,NULL,NULL,NULL,NULL,hdl,NULL,NULL
